,trip_uuid,data,route_type,is_cutoff
1354,trip-153687487927561304,training,Carting,False
1355,trip-153687494477624164,training,Carting,False
1356,trip-153687494787443410,training,Carting,False
1357,trip-153687496355434276,training,Carting,False
1358,trip-153687509403784123,training,Carting,False
1359,trip-153687513961493904,training,Carting,False
1360,trip-153687516482025111,training,Carting,False
1361,trip-153687557336779934,training,Carting,False
1362,trip-153687563198243820,training,FTL,False
1363,trip-153687572221260136,training,FTL,False
1364,trip-153687577917929647,training,Carting,False
1365,trip-153687581111246151,training,FTL,False
1366,trip-153687581851364874,training,FTL,False
1367,trip-153687595451422442,training,Carting,False
1368,trip-153687600671435521,training,Carting,False
1369,trip-153687600865959949,training,Carting,False
1370,trip-153687603164286922,training,FTL,False
1371,trip-153687610300263144,training,Carting,False
1372,trip-153687613012672851,training,FTL,False
1373,trip-153687617250258429,training,FTL,False
1374,trip-153687622617715313,training,Carting,False
1375,trip-153687630949346190,training,FTL,False
1376,trip-153687633134261477,training,Carting,False
1377,trip-153687637192927823,training,FTL,False
1378,trip-153687640958551350,training,Carting,False
1379,trip-153687643638177475,training,FTL,False
1380,trip-153687650113459553,training,Carting,False
1381,trip-153687653709941737,training,FTL,False
1382,trip-153687680529036323,training,FTL,False
1383,trip-153687685986390311,training,Carting,False
1384,trip-153687687538512718,training,FTL,False
1385,trip-153687690573986808,training,FTL,False
1386,trip-153687694878163008,training,Carting,False
1387,trip-153687698289356812,training,Carting,False
1388,trip-153687698747296419,training,FTL,False
1389,trip-153687713481830124,training,Carting,False
1390,trip-153687719566202128,training,FTL,False
1391,trip-153687732526349361,training,Carting,False
1392,trip-153687737165846497,training,FTL,False
1393,trip-153687740814965580,training,Carting,False
1394,trip-153687747127250398,training,Carting,False
1395,trip-153687754564273073,training,Carting,False
1396,trip-153687759030195023,training,FTL,False
1397,trip-153687759587986939,training,Carting,False
1398,trip-153687762208784790,training,Carting,False
1399,trip-153687769338390950,training,Carting,False
1400,trip-153687785545291207,training,FTL,False
1401,trip-153687790328901800,training,Carting,False
1402,trip-153687792190568803,training,Carting,False
1403,trip-153687795887929648,training,Carting,False
1404,trip-153687804645608291,training,Carting,False
1405,trip-153687804957802645,training,FTL,False
1406,trip-153687834317341175,training,Carting,False
1407,trip-153687845160544502,training,FTL,False
1408,trip-153687848588659366,training,Carting,False
1409,trip-153687857925708262,training,FTL,False
1410,trip-153687862958051474,training,FTL,False
1411,trip-153687863984641482,training,Carting,False
1412,trip-153687867104119242,training,Carting,False
1413,trip-153687881504319533,training,FTL,False
1414,trip-153687886044930535,training,FTL,False
1415,trip-153687891412717425,training,FTL,False
1416,trip-153687894689552704,training,FTL,False
1417,trip-153687903715256850,training,FTL,False
1418,trip-153687911619496746,training,Carting,False
1419,trip-153687914129825294,training,Carting,False
1420,trip-153687919990057633,training,Carting,False
1421,trip-153687922883037620,training,FTL,False
1422,trip-153687924159707409,training,Carting,False
1423,trip-153687926194591445,training,FTL,False
1424,trip-153687930403989838,training,FTL,False
1425,trip-153687939038990799,training,Carting,False
1426,trip-153687950573329712,training,Carting,False
1427,trip-153687951968148053,training,FTL,False
1428,trip-153687955669044061,training,Carting,False
1429,trip-153687966893018790,training,FTL,False
1430,trip-153687975201172516,training,Carting,False
1431,trip-153687975959199065,training,Carting,False
1432,trip-153687976697190976,training,FTL,False
1433,trip-153687977113123025,training,Carting,False
1434,trip-153687977211474821,training,Carting,False
1435,trip-153687988484837215,training,FTL,False
1436,trip-153688006335003662,training,FTL,False
1437,trip-153688015190101980,training,FTL,False
1438,trip-153688031662070501,training,Carting,False
1439,trip-153688042542650603,training,FTL,False
1440,trip-153688044180841810,training,Carting,False
1441,trip-153688048015003415,training,FTL,True
1442,trip-153688051740761311,training,FTL,False
1443,trip-153688051743814671,training,Carting,False
1444,trip-153688052885763782,training,Carting,False
1445,trip-153688053462260722,training,FTL,False
1446,trip-153688062477201001,training,Carting,False
1447,trip-153688063759011652,training,Carting,False
1448,trip-153688064581568684,training,Carting,False
1449,trip-153688070084113808,training,Carting,False
1450,trip-153688072572694515,training,Carting,False
1451,trip-153688074555367730,training,Carting,False
1452,trip-153688087924865052,training,Carting,False
1453,trip-153688088473290684,training,FTL,False
1454,trip-153688094520935612,training,Carting,False
1455,trip-153688100376391239,training,FTL,False
1456,trip-153688100463867685,training,FTL,False
1457,trip-153688109939799174,training,FTL,False
1458,trip-153688119381921325,training,Carting,False
1459,trip-153688119948097723,training,Carting,False
1460,trip-153688136112486274,training,Carting,False
1461,trip-153688138717294808,training,Carting,False
1462,trip-153688139008597141,training,Carting,False
1463,trip-153688144418591363,training,FTL,False
1464,trip-153688149913075821,training,FTL,False
1465,trip-153688166506883543,training,FTL,False
1466,trip-153688170906522786,training,Carting,False
1467,trip-153688184107210507,training,FTL,False
1468,trip-153688184546881630,training,Carting,False
1469,trip-153688185778807195,training,Carting,False
1470,trip-153688186284954487,training,FTL,False
1471,trip-153688188822960475,training,Carting,False
1472,trip-153688209494958109,training,Carting,False
1473,trip-153688211678490587,training,Carting,False
1474,trip-153688212654055178,training,Carting,False
1475,trip-153688216413231655,training,Carting,False
1476,trip-153688231742741183,training,FTL,False
1477,trip-153688237541036228,training,Carting,False
1478,trip-153688238473174325,training,FTL,False
1479,trip-153688241572579460,training,Carting,False
1480,trip-153688248955643509,training,Carting,False
1481,trip-153688264332762855,training,Carting,False
1482,trip-153688269793386244,training,Carting,False
1483,trip-153688272141849747,training,Carting,False
1484,trip-153688273741270281,training,Carting,False
1485,trip-153688275554363751,training,Carting,True
1486,trip-153688276261197090,training,Carting,False
1487,trip-153688279312896747,training,Carting,False
1488,trip-153688282669923497,training,Carting,False
1489,trip-153688288824913604,training,FTL,False
1490,trip-153688290284427109,training,Carting,False
1491,trip-153688295095658157,training,Carting,False
1492,trip-153688295213697051,training,Carting,False
1493,trip-153688300963895321,training,Carting,False
1494,trip-153688307712889645,training,FTL,False
1495,trip-153688313101547255,training,FTL,False
1496,trip-153688314048067832,training,FTL,False
1497,trip-153688328999540261,training,Carting,False
1498,trip-153688332265049035,training,Carting,False
1499,trip-153688334717485144,training,Carting,False
1500,trip-153688335499631530,training,Carting,False
1501,trip-153688336784235096,training,Carting,False
1502,trip-153688341090163784,training,Carting,False
1503,trip-153688354667821299,training,Carting,False
1504,trip-153688360958293690,training,Carting,False
1505,trip-153688362214027556,training,Carting,False
1506,trip-153688368903419743,training,FTL,False
1507,trip-153688397309038332,training,Carting,False
1508,trip-153688404893516756,training,FTL,False
1509,trip-153688413158161889,training,Carting,False
1510,trip-153688415756823347,training,Carting,False
1511,trip-153688426784310074,training,Carting,False
1512,trip-153688433797310425,training,FTL,False
1513,trip-153688462011149078,training,Carting,False
1514,trip-153688463678465696,training,Carting,False
1515,trip-153688464875226774,training,FTL,False
1516,trip-153688489610148044,training,Carting,False
1517,trip-153688502128325664,training,Carting,False
1518,trip-153688512184572885,training,FTL,False
1519,trip-153688519279994279,training,Carting,False
1520,trip-153688521280570028,training,Carting,False
1521,trip-153688528048375139,training,FTL,False
1522,trip-153688535009321273,training,Carting,False
1523,trip-153688536003815550,training,Carting,False
1524,trip-153688541228137693,training,FTL,False
1525,trip-153688546127223580,training,FTL,False
1526,trip-153688551529936511,training,Carting,False
1527,trip-153688552671432283,training,Carting,False
1528,trip-153688563690968886,training,FTL,False
1529,trip-153688573000376391,training,Carting,False
1530,trip-153688578207573797,training,Carting,False
1531,trip-153688579791555994,training,Carting,False
1532,trip-153688586250200112,training,FTL,False
1533,trip-153688589660448353,training,FTL,False
1534,trip-153688596366126065,training,Carting,False
1535,trip-153688617074003822,training,Carting,False
1536,trip-153688624801183394,training,FTL,False
1537,trip-153688636480084238,training,FTL,False
1538,trip-153688652379975939,training,Carting,False
1539,trip-153688658712964492,training,Carting,False
1540,trip-153688661235479069,training,FTL,False
1541,trip-153688669110218711,training,FTL,False
1542,trip-153688678179349436,training,FTL,False
1543,trip-153688686219643928,training,Carting,False
1544,trip-153688691724738033,training,Carting,False
1545,trip-153688696135860155,training,Carting,False
1546,trip-153688697864318554,training,FTL,False
1547,trip-153688701181487130,training,Carting,False
1548,trip-153688715859309906,training,FTL,False
1549,trip-153688720047715010,training,Carting,False
1550,trip-153688764530710296,training,FTL,False
1551,trip-153688766860438602,training,FTL,False
1552,trip-153688778049916588,training,Carting,False
1553,trip-153688795727790582,training,Carting,False
1554,trip-153688807681291856,training,Carting,False
1555,trip-153688817608803856,training,Carting,False
1556,trip-153688820651836196,training,FTL,False
1557,trip-153688850262429668,training,FTL,False
1558,trip-153688855803320898,training,FTL,False
1559,trip-153688864825047904,training,FTL,False
1560,trip-153688865495062498,training,Carting,False
1561,trip-153688868345129302,training,Carting,False
1562,trip-153688905478360319,training,Carting,False
1563,trip-153688911446126089,training,FTL,True
1564,trip-153688912218133561,training,Carting,False
1565,trip-153688936360998753,training,FTL,False
1566,trip-153688968288634490,training,Carting,False
1567,trip-153688970135889624,training,Carting,False
1568,trip-153688973687655932,training,FTL,False
1569,trip-153688978919927793,training,FTL,False
1570,trip-153688982843019949,training,FTL,False
1571,trip-153688991261485589,training,FTL,False
1572,trip-153689001110794960,training,FTL,False
1573,trip-153689009511980959,training,FTL,False
1574,trip-153689015423848274,training,FTL,False
1575,trip-153689018557168415,training,Carting,False
1576,trip-153689022134280351,training,Carting,False
1577,trip-153689023025807935,training,Carting,False
1578,trip-153689032861750557,training,Carting,False
1579,trip-153689036120363830,training,Carting,False
1580,trip-153689037539439171,training,Carting,False
1581,trip-153689039296173629,training,Carting,False
1582,trip-153689041572752608,training,Carting,False
1583,trip-153689049744124737,training,Carting,False
1584,trip-153689063853837960,training,Carting,False
1585,trip-153689070148536011,training,Carting,False
1586,trip-153689075855289112,training,FTL,False
1587,trip-153689079696896928,training,Carting,True
1588,trip-153689084988566485,training,FTL,False
1589,trip-153689089485667039,training,FTL,False
1590,trip-153689102128495266,training,FTL,False
1591,trip-153689103288482223,training,Carting,False
1592,trip-153689115788141729,training,FTL,False
1593,trip-153689139315996432,training,FTL,False
1594,trip-153689152547124480,training,Carting,False
1595,trip-153689157897318487,training,Carting,False
1596,trip-153689161674979835,training,Carting,False
1597,trip-153689165908118780,training,Carting,False
1598,trip-153689182998386161,training,Carting,False
1599,trip-153689184710179863,training,Carting,False
1600,trip-153689194097874050,training,Carting,False
1601,trip-153689211548387787,training,Carting,False
1602,trip-153689213938730794,training,Carting,False
1603,trip-153689221084598097,training,FTL,False
1604,trip-153689231275159554,training,FTL,False
1605,trip-153689246281043734,training,FTL,False
1606,trip-153689247321056741,training,Carting,False
1607,trip-153689268005996541,training,Carting,False
1608,trip-153689276410304476,training,Carting,False
1609,trip-153689277073486851,training,Carting,False
1610,trip-153689278656912358,training,FTL,False
1611,trip-153689311907230370,training,FTL,False
1612,trip-153689313841756275,training,FTL,False
1613,trip-153689321087029134,training,Carting,False
1614,trip-153689353412827770,training,Carting,False
1615,trip-153689364397178327,training,Carting,False
1616,trip-153689381365552363,training,FTL,False
1617,trip-153689392092056308,training,Carting,False
1618,trip-153689400090209704,training,Carting,False
1619,trip-153689403728695219,training,Carting,False
1620,trip-153689404870249897,training,Carting,False
1621,trip-153689430742203393,training,FTL,False
1622,trip-153689434683380925,training,FTL,False
1623,trip-153689435222137865,training,Carting,False
1624,trip-153689445584711920,training,Carting,False
1625,trip-153689446189985537,training,Carting,False
1626,trip-153689454960577413,training,Carting,False
1627,trip-153689457506024489,training,Carting,False
1628,trip-153689461080556031,training,Carting,False
1629,trip-153689461664662997,training,Carting,False
1630,trip-153689461807056615,training,FTL,False
1631,trip-153689484575687146,training,Carting,False
1632,trip-153689498742007908,training,Carting,False
1633,trip-153689504529716876,training,Carting,False
1634,trip-153689537715207415,training,Carting,False
1635,trip-153689539987389740,training,Carting,False
1636,trip-153689543114119750,training,Carting,False
1637,trip-153689552242148927,training,Carting,False
1638,trip-153689561102548227,training,Carting,False
1639,trip-153689565622950847,training,Carting,False
1640,trip-153689566271825596,training,Carting,False
1641,trip-153689575106693602,training,FTL,False
1642,trip-153689581428729913,training,FTL,False
1643,trip-153689595242538870,training,Carting,False
1644,trip-153689600443855685,training,FTL,False
1645,trip-153689604975253520,training,Carting,False
1646,trip-153689605565080862,training,Carting,False
1647,trip-153689629912972064,training,Carting,False
1648,trip-153689633202102508,training,Carting,False
1649,trip-153689655394387487,training,Carting,False
1650,trip-153689669490513307,training,Carting,False
1651,trip-153689669761721771,training,FTL,False
1652,trip-153689676597043199,training,FTL,False
1653,trip-153689697493976275,training,Carting,False
1654,trip-153689716592819795,training,FTL,False
1655,trip-153689724270269174,training,Carting,False
1656,trip-153689746326858690,training,FTL,False
1657,trip-153689757626870032,training,Carting,False
1658,trip-153689789689161445,training,Carting,False
1659,trip-153689806306139753,training,FTL,False
1660,trip-153689822484747065,training,Carting,False
1661,trip-153689825208134757,training,Carting,False
1662,trip-153689828538678067,training,Carting,False
1663,trip-153689836673962899,training,FTL,False
1664,trip-153689844124861656,training,Carting,False
1665,trip-153689845995147706,training,FTL,False
1666,trip-153689884750705503,training,Carting,False
1667,trip-153689939954743811,training,FTL,False
1668,trip-153689959309994250,training,FTL,False
1669,trip-153689972264078472,training,Carting,False
1670,trip-153689993764385234,training,Carting,False
1671,trip-153689995411050371,training,FTL,False
1672,trip-153690002439299790,training,FTL,False
1673,trip-153690009219716826,training,Carting,False
1674,trip-153690010999409356,training,Carting,False
1675,trip-153690014308541237,training,Carting,False
1676,trip-153690016382060493,training,Carting,False
1677,trip-153690048420344902,training,Carting,False
1678,trip-153690062758580986,training,FTL,False
1679,trip-153690072585243334,training,FTL,False
1680,trip-153690132617234777,training,Carting,False
1681,trip-153690133738128162,training,Carting,False
1682,trip-153690144493967097,training,FTL,False
1683,trip-153690145990783815,training,Carting,False
1684,trip-153690172229411478,training,Carting,False
1685,trip-153690190092736036,training,Carting,False
1686,trip-153690201853054297,training,Carting,False
1687,trip-153690209132965828,training,FTL,False
1688,trip-153690223264544980,training,Carting,False
1689,trip-153690238772779496,training,Carting,False
1690,trip-153690248274952368,training,Carting,False
1691,trip-153690258556761542,training,Carting,False
1692,trip-153690264390319769,training,Carting,False
1693,trip-153690267095522403,training,Carting,False
1694,trip-153690283606067223,training,Carting,False
1695,trip-153690289998460512,training,Carting,False
1696,trip-153690310787080012,training,FTL,False
1697,trip-153690339509075835,training,FTL,False
1698,trip-153690344021579893,training,Carting,False
1699,trip-153690347426813813,training,Carting,False
1700,trip-153690386475343278,training,Carting,False
1701,trip-153690390108127007,training,Carting,False
1702,trip-153690392407928256,training,Carting,False
1703,trip-153690395602934746,training,Carting,False
1704,trip-153690402286761247,training,Carting,False
1705,trip-153690408079731236,training,FTL,False
1706,trip-153690418655613074,training,Carting,False
1707,trip-153690418852936002,training,FTL,False
1708,trip-153690429856206746,training,FTL,False
1709,trip-153690438699146900,training,Carting,False
1710,trip-153690447900604924,training,Carting,False
1711,trip-153690448356819734,training,Carting,False
1712,trip-153690449370712570,training,Carting,False
1713,trip-153690451138549417,training,Carting,False
1714,trip-153690451565628167,training,Carting,False
1715,trip-153690454538873857,training,Carting,False
1716,trip-153690457241867013,training,Carting,False
1717,trip-153690461807134032,training,FTL,False
1718,trip-153690471060186896,training,Carting,False
1719,trip-153690472184047343,training,Carting,False
1720,trip-153690475389557194,training,Carting,False
1721,trip-153690479218037965,training,Carting,False
1722,trip-153690488688238507,training,Carting,False
1723,trip-153690491314181686,training,Carting,False
1724,trip-153690511442285011,training,Carting,False
1725,trip-153690522466492896,training,Carting,False
1726,trip-153690529606017780,training,Carting,False
1727,trip-153690553002691539,training,Carting,False
1728,trip-153690555875951410,training,Carting,False
1729,trip-153690556662959075,training,Carting,False
1730,trip-153690556783952936,training,Carting,False
1731,trip-153690561731250215,training,Carting,False
1732,trip-153690573163653436,training,Carting,True
1733,trip-153690576937454039,training,Carting,False
1734,trip-153690594557470170,training,FTL,False
1735,trip-153690596168752979,training,FTL,False
1736,trip-153690596971506619,training,FTL,False
1737,trip-153690606327900054,training,Carting,False
1738,trip-153690624385993062,training,Carting,False
1739,trip-153690630578373696,training,FTL,False
1740,trip-153690633422976547,training,Carting,False
1741,trip-153690638860460515,training,FTL,False
1742,trip-153690640511616213,training,Carting,False
1743,trip-153690650180391590,training,Carting,False
1744,trip-153690658311658991,training,Carting,False
1745,trip-153690663370950593,training,Carting,False
1746,trip-153690667080871947,training,Carting,False
1747,trip-153690681610502349,training,Carting,False
1748,trip-153690698333229481,training,Carting,False
1749,trip-153690704194786387,training,Carting,False
1750,trip-153690720137600076,training,Carting,False
1751,trip-153690748114710925,training,Carting,False
1752,trip-153690750279776579,training,Carting,False
1753,trip-153690778731034073,training,Carting,False
1754,trip-153690817067386111,training,Carting,False
1755,trip-153690819854149877,training,Carting,False
1756,trip-153690823017775699,training,Carting,False
1757,trip-153690841098729269,training,Carting,False
1758,trip-153690864022619414,training,Carting,False
1759,trip-153690864130511591,training,FTL,False
1760,trip-153690868972695920,training,Carting,False
1761,trip-153690879196179059,training,Carting,False
1762,trip-153690886819876590,training,Carting,False
1763,trip-153690895391185842,training,Carting,False
1764,trip-153690912148119447,training,Carting,False
1765,trip-153690920439662353,training,FTL,False
1766,trip-153690925540603591,training,Carting,False
1767,trip-153690930565143073,training,Carting,False
1768,trip-153690944263236334,training,Carting,False
1769,trip-153690978607694123,training,FTL,False
1770,trip-153691008546995966,training,Carting,False
1771,trip-153691029225514518,training,Carting,False
1772,trip-153691031012090686,training,FTL,False
1773,trip-153691035911976559,training,FTL,False
1774,trip-153691046534981830,training,FTL,False
1775,trip-153691080873042799,training,FTL,False
1776,trip-153691100601718112,training,Carting,False
1777,trip-153691142324038271,training,Carting,False
1778,trip-153691145718862799,training,Carting,False
1779,trip-153691150860763592,training,Carting,False
1780,trip-153691179527355308,training,FTL,False
1781,trip-153691184623625302,training,Carting,False
1782,trip-153691194224816788,training,FTL,False
1783,trip-153691234888688831,training,FTL,False
1784,trip-153691247659886637,training,Carting,False
1785,trip-153691254406228466,training,FTL,False
1786,trip-153691259094537786,training,FTL,False
1787,trip-153691263901231245,training,FTL,False
1788,trip-153691283015634945,training,FTL,False
1789,trip-153691283086599616,training,Carting,False
1790,trip-153691297255170813,training,FTL,False
1791,trip-153691301423810335,training,Carting,False
1792,trip-153691456281706644,training,FTL,False
1793,trip-153691461274883839,training,Carting,False
1794,trip-153691467675448833,training,FTL,False
1795,trip-153691517338245056,training,Carting,False
1796,trip-153691543385768510,training,FTL,False
1797,trip-153691563692126979,training,FTL,False
1798,trip-153691574866909517,training,Carting,False
1799,trip-153691633410647699,training,Carting,False
1800,trip-153691645814107621,training,Carting,False
1801,trip-153691650306635297,training,Carting,False
1802,trip-153691656989672209,training,Carting,False
1803,trip-153691691298219435,training,FTL,False
1804,trip-153691717373268505,training,Carting,False
1805,trip-153691720885367295,training,FTL,False
1806,trip-153691772510591871,training,Carting,False
1807,trip-153691774924973666,training,Carting,False
1808,trip-153691780833559941,training,Carting,False
1809,trip-153691795261641220,training,Carting,False
1810,trip-153691882076112279,training,Carting,False
1811,trip-153691889969297161,training,FTL,False
1812,trip-153691925257011078,training,Carting,False
1813,trip-153691931323682493,training,FTL,False
1814,trip-153692000594983278,training,Carting,False
1815,trip-153692032594030173,training,FTL,False
1816,trip-153692036894233562,training,Carting,False
1817,trip-153692053217908870,training,Carting,False
1818,trip-153692098226348906,training,Carting,False
1819,trip-153692105157717758,training,FTL,False
1820,trip-153692149289975321,training,Carting,False
1821,trip-153692173192721788,training,FTL,False
1822,trip-153692188534109679,training,Carting,False
1823,trip-153692210586662189,training,Carting,False
1824,trip-153692214503126932,training,Carting,False
1825,trip-153692243122999461,training,Carting,True
1826,trip-153692246817833206,training,FTL,False
1827,trip-153692300567549463,training,Carting,False
1828,trip-153692372532438086,training,Carting,False
1829,trip-153692469315260781,training,Carting,False
1830,trip-153692474850772368,training,Carting,False
1831,trip-153692485296712528,training,FTL,False
1832,trip-153692498800069498,training,FTL,False
1833,trip-153692515127324069,training,FTL,False
1834,trip-153692583337755335,training,FTL,False
1835,trip-153692596893237797,training,FTL,False
1836,trip-153692610318766996,training,Carting,False
1837,trip-153692614919694416,training,FTL,False
1838,trip-153692619411658558,training,Carting,False
1839,trip-153692665790375308,training,Carting,False
1840,trip-153692672590535014,training,Carting,False
1841,trip-153692743663071518,training,Carting,False
1842,trip-153692789073004549,training,FTL,False
1843,trip-153692903632935171,training,Carting,False
1844,trip-153692922351116416,training,Carting,False
1845,trip-153693009692546777,training,FTL,False
1846,trip-153693085649085855,training,FTL,False
1847,trip-153693121842877686,training,FTL,False
1848,trip-153693190796257466,training,FTL,False
1849,trip-153693198337911064,training,FTL,False
1850,trip-153693216863570271,training,Carting,False
1851,trip-153693217031452115,training,Carting,False
1852,trip-153693217761367929,training,FTL,False
1853,trip-153693232625114879,training,FTL,False
1854,trip-153693247979074210,training,Carting,False
1855,trip-153693267746526524,training,Carting,False
1856,trip-153693279992557513,training,FTL,False
1857,trip-153693320900300605,training,FTL,False
1858,trip-153693336100076409,training,FTL,False
1859,trip-153693342154626382,training,Carting,False
1860,trip-153693485088573266,training,FTL,False
1861,trip-153693513996822510,training,Carting,False
1862,trip-153693540802674092,training,Carting,False
1863,trip-153693548038129023,training,FTL,False
1864,trip-153693549364123274,training,Carting,False
1865,trip-153693551772286278,training,FTL,False
1866,trip-153693581217276584,training,Carting,False
1867,trip-153693585812788453,training,FTL,False
1868,trip-153693587711923595,training,Carting,False
1869,trip-153693598103021972,training,FTL,False
1870,trip-153693601882720193,training,FTL,False
1871,trip-153693611027487878,training,Carting,False
1872,trip-153693622319077496,training,FTL,False
1873,trip-153693627731285860,training,FTL,False
1874,trip-153693635016638767,training,Carting,False
1875,trip-153693663984607634,training,Carting,False
1876,trip-153693725197706954,training,FTL,False
1877,trip-153693726018240930,training,Carting,False
1878,trip-153693731468602506,training,FTL,False
1879,trip-153693738396878866,training,FTL,False
1880,trip-153693818886963186,training,FTL,False
1881,trip-153693843419821730,training,FTL,False
1882,trip-153693867680056960,training,Carting,False
1883,trip-153693929755715429,training,Carting,False
1884,trip-153693933584286314,training,FTL,False
1885,trip-153693953685558556,training,FTL,False
1886,trip-153693963117720237,training,FTL,False
1887,trip-153693976643699843,training,Carting,False
1888,trip-153693992790321103,training,Carting,False
1889,trip-153694001708321242,training,Carting,False
1890,trip-153694018195636696,training,FTL,False
1891,trip-153694058792826434,training,FTL,False
1892,trip-153694071731735968,training,FTL,False
1893,trip-153694072167613146,training,FTL,False
1894,trip-153694083822801487,training,FTL,False
1895,trip-153694102106107105,training,FTL,False
1896,trip-153694120642046156,training,FTL,False
1897,trip-153694132164044266,training,Carting,False
1898,trip-153694156270022438,training,Carting,False
1899,trip-153694176558276914,training,Carting,False
1900,trip-153694177218032728,training,Carting,False
1901,trip-153694182372493272,training,FTL,False
1902,trip-153694193079223317,training,FTL,False
1903,trip-153694225064276329,training,Carting,False
1904,trip-153694241392874022,training,FTL,False
1905,trip-153694270612474364,training,FTL,False
1906,trip-153694311402156056,training,Carting,False
1907,trip-153694325410661920,training,FTL,False
1908,trip-153694350900661121,training,FTL,False
1909,trip-153694391900860526,training,Carting,False
1910,trip-153694467298919626,training,Carting,False
1911,trip-153694468160114648,training,Carting,False
1912,trip-153694475366325284,training,FTL,False
1913,trip-153694504992211666,training,FTL,False
1914,trip-153694521067022393,training,Carting,False
1915,trip-153694527647660389,training,FTL,False
1916,trip-153694539529875979,training,Carting,False
1917,trip-153694550441508076,training,FTL,False
1918,trip-153694562404724585,training,Carting,False
1919,trip-153694610011270291,training,FTL,False
1920,trip-153694612644440993,training,FTL,False
1921,trip-153694635222985978,training,Carting,False
1922,trip-153694680026384704,training,FTL,False
1923,trip-153694689690832616,training,FTL,False
1924,trip-153694697362209074,training,FTL,False
1925,trip-153694716253110594,training,FTL,False
1926,trip-153694723383461889,training,Carting,True
1927,trip-153694726131494045,training,FTL,False
1928,trip-153694731280060724,training,FTL,False
1929,trip-153694740553026744,training,Carting,False
1930,trip-153694761463176394,training,FTL,False
1931,trip-153694801778263377,training,Carting,False
1932,trip-153694812497588512,training,Carting,False
1933,trip-153694817821924434,training,Carting,False
1934,trip-153694828324504760,training,Carting,False
1935,trip-153694830929065025,training,Carting,False
1936,trip-153694831442742914,training,FTL,False
1937,trip-153694847323924094,training,FTL,False
1938,trip-153694862058187005,training,FTL,False
1939,trip-153694888735873211,training,Carting,False
1940,trip-153694949570782725,training,Carting,False
1941,trip-153694964911377770,training,Carting,False
1942,trip-153694971584936341,training,Carting,False
1943,trip-153694975458663370,training,FTL,False
1944,trip-153694983868521936,training,FTL,False
1945,trip-153695002440211240,training,FTL,False
1946,trip-153695023766890782,training,FTL,False
1947,trip-153695029220833321,training,Carting,False
1948,trip-153695073416451616,training,Carting,False
1949,trip-153695090059907245,training,Carting,False
1950,trip-153695110077874423,training,FTL,False
1951,trip-153695118137161432,training,FTL,False
1952,trip-153695128394070684,training,FTL,False
1953,trip-153695142626709986,training,FTL,False
1954,trip-153695161269045701,training,Carting,False
1955,trip-153695167979621853,training,Carting,False
1956,trip-153695183368722171,training,Carting,False
1957,trip-153695195818564137,training,FTL,False
1958,trip-153695198377762155,training,FTL,False
1959,trip-1536951993462051000,training,FTL,False
1960,trip-153695223021009552,training,FTL,False
1961,trip-153695226931970767,training,FTL,False
1962,trip-153695234484890912,training,FTL,False
1963,trip-153695240609803850,training,Carting,False
1964,trip-153695245183933207,training,FTL,False
1965,trip-153695261726506759,training,FTL,False
1966,trip-153695263280994082,training,FTL,False
1967,trip-153695282033251525,training,FTL,False
1968,trip-153695291744052278,training,FTL,False
1969,trip-153695292996024606,training,Carting,False
1970,trip-153695327418032731,training,FTL,False
1971,trip-153695338373462399,training,FTL,False
1972,trip-153695354396072700,training,FTL,False
1973,trip-153695356090787580,training,Carting,False
1974,trip-153695358056452857,training,Carting,False
1975,trip-153695382904117827,training,Carting,False
1976,trip-153695387579063345,training,Carting,False
1977,trip-153695390109825274,training,FTL,False
1978,trip-153695393260940093,training,FTL,False
1979,trip-153695434604391496,training,Carting,False
1980,trip-153695442024425918,training,Carting,False
1981,trip-153695447014913400,training,FTL,False
1982,trip-153695448280834387,training,Carting,False
1983,trip-153695453909637532,training,FTL,False
1984,trip-153695454721702237,training,FTL,False
1985,trip-153695465933682478,training,Carting,False
1986,trip-153695474861457743,training,FTL,False
1987,trip-153695477103483262,training,FTL,False
1988,trip-153695481501491938,training,FTL,False
1989,trip-153695497142068297,training,Carting,False
1990,trip-153695501574213014,training,FTL,False
1991,trip-153695502560408494,training,FTL,False
1992,trip-153695505356373318,training,Carting,False
1993,trip-153695511533581364,training,Carting,False
1994,trip-153695516063512034,training,Carting,False
1995,trip-153695527945044696,training,FTL,False
1996,trip-153695529152442447,training,FTL,False
1997,trip-153695544144745691,training,Carting,False
1998,trip-153695565214626669,training,FTL,False
1999,trip-153695569697265771,training,Carting,False
2000,trip-153695579313071698,training,FTL,False
2001,trip-153695579740371453,training,FTL,False
2002,trip-153695596609820780,training,FTL,False
2003,trip-153695625034818834,training,Carting,False
2004,trip-153695634702493641,training,Carting,False
2005,trip-153695644058214427,training,Carting,False
2006,trip-153695644739733947,training,FTL,False
2007,trip-153695644962172036,training,Carting,False
2008,trip-153695654172810104,training,FTL,False
2009,trip-153695654479507087,training,Carting,False
2010,trip-153695666746702071,training,Carting,False
2011,trip-153695671144244197,training,FTL,False
2012,trip-153695673333921546,training,FTL,False
2013,trip-153695675570923711,training,FTL,False
2014,trip-153695676482754036,training,Carting,False
2015,trip-153695683642795062,training,FTL,False
2016,trip-153695686815798302,training,FTL,False
2017,trip-153695688994172420,training,FTL,False
2018,trip-153695691866806518,training,Carting,False
